TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,TransactionSize,Target
60.96,Debit,Colorado Springs,ATM,52.0,Retired,238.0,1.0,6189.24,Dewasa,Sedikit,1
64.21,Debit,Omaha,ATM,51.0,Doctor,37.0,1.0,12540.18,Dewasa,Sedikit,2
523.02,Debit,Jacksonville,Online,53.0,Retired,83.0,1.0,4586.11,Dewasa,Sedang,3
50.26,Debit,Las Vegas,Branch,65.0,Retired,164.0,1.0,1519.38,Lansia,Sedikit,3
110.08,Debit,Detroit,Branch,19.0,Student,95.0,1.0,1447.26,Remaja,Sedikit,3
54.47,Credit,Philadelphia,Branch,23.0,Student,34.0,1.0,1131.42,Remaja,Sedikit,2
79.76,Debit,Kansas City,Online,68.0,Doctor,115.0,1.0,10278.75,Lansia,Sedikit,3
16.79,Credit,Detroit,Online,30.0,Doctor,146.0,1.0,535.15,Dewasa Muda,Sedikit,3
68.62,Debit,Omaha,Branch,29.0,Doctor,157.0,1.0,13891.47,Dewasa Muda,Sedikit,2
643.38,Credit,Detroit,Online,18.0,Student,105.0,1.0,1046.74,Remaja,Sedang,3
328.34,Credit,San Diego,Online,42.0,Engineer,30.999999999999996,1.0,2840.45,Dewasa,Sedang,0
72.68,Debit,Seattle,Online,69.0,Retired,44.0,1.0,6216.77,Lansia,Sedikit,0
354.76,Debit,Detroit,Branch,51.0,Doctor,279.0,1.0,10141.92,Dewasa,Sedang,3
793.88,Credit,Los Angeles,ATM,22.0,Student,252.0,1.0,1404.06,Remaja,Sedang,3
29.22,Debit,Detroit,ATM,27.0,Engineer,69.00000000000001,1.0,7795.79,Dewasa Muda,Sedikit,3
653.97,Debit,Miami,,37.0,Engineer,100.00000000000001,1.0,3886.65,Dewasa Muda,Sedang,2
366.43,Credit,Portland,Online,21.0,Student,91.99999999999999,1.0,1560.45,Remaja,Sedang,0
233.74,Debit,Boston,Online,72.0,Retired,142.0,1.0,4749.54,Lansia,Sedang,1
471.84,Debit,Raleigh,ATM,18.0,Student,138.0,1.0,1044.33,Remaja,Sedang,0
213.4,Credit,Fort Worth,Branch,73.0,Retired,100.00000000000001,1.0,2012.24,Lansia,Sedang,3
254.20999999999998,Debit,Phoenix,ATM,48.0,Engineer,45.99999999999999,1.0,2487.2,Dewasa,Sedang,2
577.73,Debit,San Jose,ATM,37.0,Doctor,63.0,1.0,14977.99,Dewasa Muda,Sedang,0
170.26,Debit,Chicago,ATM,27.0,Student,265.0,1.0,1969.48,Dewasa Muda,Sedikit,1
330.61,Credit,Nashville,Branch,64.0,Retired,113.0,1.0,2525.25,Lansia,Sedang,2
132.33,Credit,Phoenix,ATM,35.0,Engineer,47.0,1.0,7457.94,Dewasa Muda,Sedikit,2
74.04,Debit,Memphis,Online,18.0,Student,66.0,1.0,1690.23,Remaja,Sedikit,2
197.18,Debit,Tucson,Online,28.0,Engineer,135.0,1.0,3114.92,Dewasa Muda,Sedikit,0
21.15,Debit,Columbus,Branch,70.0,Retired,180.0,1.0,3466.74,Lansia,Sedikit,1
697.82,Debit,New York,Online,44.0,Engineer,153.0,1.0,6824.0,Dewasa,Sedang,2
148.0,Debit,Tucson,Branch,20.0,Student,35.0,1.0,1488.65,Remaja,Sedikit,0
22.26,Debit,San Antonio,Branch,19.0,Student,56.0,1.0,5583.88,Remaja,Sedikit,0
0.86,Debit,Colorado Springs,ATM,25.0,Student,139.0,1.0,1357.22,Remaja,Sedikit,1
757.1,Debit,Atlanta,Branch,65.0,Doctor,203.0,1.0,10553.23,Lansia,Sedang,1
38.81,Credit,Virginia Beach,Online,25.0,Student,145.0,1.0,1619.6,Remaja,Sedikit,0
32.46,Debit,Charlotte,Online,31.0,Doctor,10.0,1.0,8656.18,Dewasa Muda,Sedikit,1
20.64,Debit,Charlotte,Branch,22.0,Student,59.00000000000001,1.0,949.38,Remaja,Sedikit,1
662.11,Debit,Atlanta,Branch,23.0,Student,219.0,1.0,1996.38,Remaja,Sedang,1
288.77,Debit,Los Angeles,,55.0,Engineer,110.0,1.0,8836.51,Dewasa,Sedang,3
35.05,Debit,Boston,Branch,30.0,Doctor,105.0,1.0,14330.47,Dewasa Muda,Sedikit,1
214.73,Credit,Los Angeles,ATM,46.0,Doctor,26.0,1.0,5368.42,Dewasa,Sedang,3
25.38,Debit,Louisville,Branch,57.0,Engineer,66.0,1.0,8616.05,Dewasa,Sedikit,2
617.66,Debit,Memphis,ATM,41.0,Engineer,40.0,1.0,5906.58,Dewasa,Sedang,2
446.39,Debit,Houston,ATM,63.0,Retired,77.0,1.0,7863.6,Lansia,Sedang,3
377.92,Debit,Raleigh,Branch,33.0,Engineer,204.0,1.0,2254.71,Dewasa Muda,Sedang,0
11.04,Debit,Phoenix,Online,30.0,Engineer,43.0,1.0,6983.04,Dewasa Muda,Sedikit,2
275.46,Debit,Fort Worth,ATM,36.0,Doctor,67.0,1.0,9697.75,Dewasa Muda,Sedang,3
179.76,Debit,Philadelphia,Online,78.0,Retired,81.0,1.0,5909.52,Lansia,Sedikit,2
32.34,Debit,Kansas City,Branch,44.0,Doctor,45.0,1.0,7847.619999999999,Dewasa,Sedikit,3
273.92,Debit,Portland,Branch,79.0,Retired,109.0,1.0,4543.56,Lansia,Sedang,0
375.45,Debit,Fort Worth,Branch,19.0,Student,32.0,1.0,1307.23,Remaja,Sedang,3
388.98,Debit,Fresno,ATM,23.0,Student,155.0,1.0,1819.91,Remaja,Sedang,3
492.84,Debit,Indianapolis,ATM,25.0,Student,37.99999999999999,1.0,577.67,Remaja,Sedang,3
148.85,Debit,Mesa,ATM,57.0,Doctor,25.000000000000004,1.0,7802.360000000001,Dewasa,Sedikit,2
391.66,Debit,,Branch,50.0,Engineer,103.0,1.0,2406.31,Dewasa,Sedang,0
185.99,Credit,Fresno,Branch,41.0,Engineer,53.00000000000001,1.0,402.45,Dewasa,Sedikit,3
322.48,Debit,Jacksonville,ATM,27.0,Student,57.0,1.0,1238.43,Dewasa Muda,Sedang,3
20.27,Debit,Miami,Branch,18.0,Student,22.0,1.0,796.3499999999999,Remaja,Sedikit,2
199.02,Debit,Houston,ATM,61.0,Retired,269.0,1.0,4658.89,Lansia,Sedikit,3
104.23,Credit,Louisville,Online,63.0,Retired,107.99999999999999,1.0,5009.29,Lansia,Sedikit,2
55.86,Debit,Seattle,Online,39.0,Engineer,68.00000000000001,1.0,5346.46,Dewasa Muda,Sedikit,0
10.77,,Indianapolis,ATM,31.0,Doctor,178.0,1.0,10704.95,Dewasa Muda,Sedikit,3
95.55,Debit,Louisville,Branch,33.0,Engineer,51.00000000000001,1.0,2434.74,Dewasa Muda,Sedikit,2
477.07,Debit,Columbus,Online,27.0,Engineer,278.0,1.0,6568.07,Dewasa Muda,Sedang,1
9.1,Credit,,Online,52.0,Retired,63.0,1.0,2791.45,Dewasa,Sedikit,0
21.41,Debit,Louisville,Online,57.0,Doctor,99.0,1.0,658.91,Dewasa,Sedikit,2
278.28,Debit,Jacksonville,Branch,28.0,Student,26.0,1.0,1346.88,Dewasa Muda,Sedang,3
388.1,Credit,Los Angeles,Online,73.0,Retired,40.0,1.0,3022.12,Lansia,Sedang,3
215.39,Debit,Detroit,ATM,27.0,Student,215.99999999999997,1.0,1582.55,Dewasa Muda,Sedang,3
194.37,Debit,Milwaukee,ATM,66.0,Doctor,161.0,1.0,14395.88,Lansia,Sedikit,2
37.7,Debit,Miami,ATM,20.0,Student,109.0,1.0,1741.1,Remaja,Sedikit,2
19.59,Debit,Charlotte,Branch,64.0,Retired,122.0,1.0,1061.69,Lansia,Sedikit,1
81.35,Debit,Houston,Online,41.0,Engineer,103.0,1.0,7192.45,Dewasa,Sedikit,3
314.54,Credit,Virginia Beach,Branch,58.0,Engineer,228.0,1.0,9923.45,Dewasa,Sedang,0
466.64,Debit,Las Vegas,ATM,58.0,Doctor,11.0,1.0,10915.11,Dewasa,Sedang,3
397.01,Debit,Los Angeles,ATM,22.0,Student,100.00000000000001,1.0,719.52,Remaja,Sedang,3
472.48,Debit,New York,Branch,55.0,Engineer,87.0,1.0,7128.82,Dewasa,Sedang,2
67.15,Debit,Indianapolis,Online,59.0,Doctor,14.0,1.0,9028.49,Dewasa,Sedikit,3
102.67,Debit,Albuquerque,Branch,79.0,Retired,119.0,1.0,4656.94,Lansia,Sedikit,1
453.49,Debit,Seattle,Branch,66.0,Doctor,147.0,1.0,6366.43,Lansia,Sedang,0
267.17,Debit,Seattle,ATM,26.0,Student,170.0,1.0,1382.62,Dewasa Muda,Sedang,0
111.26,Debit,Boston,ATM,66.0,Doctor,43.0,1.0,14350.11,Lansia,Sedikit,1
121.17000000000002,Debit,Phoenix,ATM,68.0,Doctor,158.0,1.0,12990.77,Lansia,Sedikit,2
213.28,Debit,Mesa,Branch,51.0,Retired,94.0,1.0,4835.91,Dewasa,Sedang,2
187.88,Debit,Nashville,ATM,60.0,Engineer,180.0,1.0,2154.58,Dewasa,Sedikit,2
471.88,Credit,San Jose,Online,34.0,Doctor,141.0,1.0,14833.34,Dewasa Muda,Sedang,0
83.79,Debit,Nashville,ATM,57.0,Engineer,47.0,1.0,5061.3,Dewasa,Sedikit,2
212.14,Debit,Austin,Branch,72.0,Retired,105.0,1.0,7225.06,Lansia,Sedang,1
99.16,Debit,San Francisco,Online,79.0,Retired,202.0,1.0,2607.58,Lansia,Sedikit,0
839.33,Credit,Louisville,Branch,60.0,Doctor,86.0,1.0,11538.97,Dewasa,Banyak,2
4.24,Debit,San Diego,Online,38.0,Engineer,37.99999999999999,1.0,7822.729999999999,Dewasa Muda,Sedikit,0
50.29,Credit,Raleigh,Online,58.0,Doctor,64.0,1.0,7604.9,Dewasa,Sedikit,0
135.85,Debit,Fresno,Online,57.0,Retired,269.0,1.0,1480.39,Dewasa,Sedikit,3
368.53,Debit,Raleigh,Branch,68.0,Doctor,34.0,1.0,13696.31,Lansia,Sedang,0
17.95,Credit,Sacramento,Branch,64.0,Doctor,135.0,1.0,12344.9,Lansia,Sedikit,0
127.8,Credit,Virginia Beach,Branch,31.0,Engineer,47.0,1.0,8630.99,Dewasa Muda,Sedikit,0
16.73,Debit,Houston,Online,45.0,Engineer,48.0,1.0,2202.62,Dewasa,Sedikit,3
317.12,Debit,Fort Worth,Branch,44.0,Doctor,80.0,1.0,14409.74,Dewasa,Sedang,3
476.63,Debit,Charlotte,ATM,79.0,Retired,115.0,1.0,4894.25,Lansia,Sedang,1
156.58,Debit,Portland,Branch,24.0,Student,160.0,1.0,8981.61,Remaja,Sedikit,0
55.12,Credit,Houston,Online,34.0,Engineer,261.0,1.0,3791.99,Dewasa Muda,Sedikit,3
15.74,Debit,Denver,Branch,27.0,Student,37.99999999999999,1.0,690.16,Dewasa Muda,Sedikit,1
353.68,Debit,Las Vegas,,70.0,Retired,145.0,1.0,6777.12,Lansia,Sedang,3
297.15,Debit,Phoenix,Online,76.0,Retired,178.0,1.0,5449.37,Lansia,Sedang,2
647.85,Debit,Omaha,Branch,36.0,Doctor,121.0,1.0,13779.97,Dewasa Muda,Sedang,2
75.04,Debit,El Paso,ATM,49.0,Engineer,178.0,1.0,9648.6,Dewasa,Sedikit,3
273.92,Debit,Virginia Beach,Online,28.0,Student,35.0,1.0,1029.15,Dewasa Muda,Sedang,0
215.8,Credit,Jacksonville,Branch,51.0,Retired,66.0,1.0,3656.62,Dewasa,Sedang,3
420.6,Debit,Louisville,Branch,26.0,Student,55.0,1.0,1778.75,Dewasa Muda,Sedang,2
688.36,Credit,Memphis,Branch,23.0,Student,22.0,1.0,5191.13,Remaja,Sedang,2
285.18,Credit,Sacramento,Branch,55.0,Doctor,150.0,1.0,14847.97,Dewasa,Sedang,0
213.55,Debit,Boston,ATM,63.0,Doctor,15.0,1.0,5238.37,Lansia,Sedang,1
463.11,Credit,Las Vegas,Branch,51.0,Doctor,159.0,1.0,10238.82,Dewasa,Sedang,3
150.03,Debit,Columbus,ATM,73.0,,176.0,1.0,7491.42,Lansia,Sedikit,1
309.56,Debit,Charlotte,Online,58.0,Doctor,147.0,1.0,972.04,Dewasa,Sedang,1
377.08,Credit,Mesa,Branch,26.0,Student,71.0,1.0,6430.86,Dewasa Muda,Sedang,2
77.25,Debit,Virginia Beach,Branch,68.0,Doctor,157.0,1.0,14077.97,Lansia,Sedikit,0
146.92,Debit,Portland,ATM,64.0,Retired,272.0,1.0,3990.6,Lansia,Sedikit,0
126.6,Debit,San Antonio,Branch,22.0,Student,146.0,1.0,961.6499999999999,Remaja,Sedikit,0
101.34,Debit,Boston,ATM,24.0,Student,45.99999999999999,1.0,703.2599999999999,Remaja,Sedikit,1
184.97,Debit,Denver,Branch,58.0,Doctor,268.0,1.0,1156.67,Dewasa,Sedikit,1
451.15,Debit,Colorado Springs,ATM,46.0,Engineer,175.0,1.0,1356.47,Dewasa,Sedang,1
516.47,Credit,Charlotte,ATM,25.0,Student,94.0,1.0,1305.06,Remaja,Sedang,1
880.04,Debit,Sacramento,ATM,25.0,Student,29.000000000000004,1.0,261.97,Remaja,Banyak,0
66.69,Credit,San Antonio,Branch,25.0,Student,140.0,1.0,1210.33,Remaja,Sedikit,0
95.75,Debit,Los Angeles,Branch,31.0,Engineer,169.0,1.0,337.62,Dewasa Muda,Sedikit,3
98.03,Debit,El Paso,Branch,54.0,Engineer,165.0,1.0,6323.45,Dewasa,Sedikit,3
617.66,Debit,Boston,ATM,42.0,Engineer,128.0,1.0,7155.95,Dewasa,Sedang,1
888.57,Debit,San Antonio,Online,62.0,Retired,102.0,1.0,7896.14,Lansia,Banyak,0
107.48,Debit,Omaha,Branch,22.0,Student,129.0,1.0,591.2299999999999,Remaja,Sedikit,2
36.57,Debit,Omaha,ATM,62.0,Retired,69.00000000000001,1.0,2583.07,Lansia,Sedikit,2
575.62,Debit,Oklahoma City,Online,43.0,Doctor,129.0,1.0,234.40999999999997,Dewasa,Sedang,2
84.89,Debit,San Jose,ATM,37.0,Engineer,70.0,1.0,4735.61,Dewasa Muda,Sedikit,0
7.759999999999999,Credit,Las Vegas,Online,52.0,Retired,84.00000000000001,1.0,7393.11,Dewasa,Sedikit,3
109.3,Debit,Fort Worth,Branch,56.0,Doctor,26.999999999999996,1.0,13510.11,Dewasa,Sedikit,3
230.08,Debit,Austin,Online,79.0,Retired,123.99999999999999,1.0,4466.1,Lansia,Sedang,1
361.92,Debit,Detroit,ATM,54.0,Retired,111.0,1.0,7474.31,Dewasa,Sedang,3
122.44999999999999,Debit,New York,Branch,46.0,Doctor,98.0,1.0,7255.49,Dewasa,Sedikit,2
642.53,Debit,Mesa,ATM,65.0,Doctor,128.0,1.0,11417.91,Lansia,Sedang,2
62.86000000000001,Debit,Houston,Branch,25.0,Student,30.999999999999996,1.0,1040.43,Remaja,Sedikit,3
175.21,Credit,Mesa,ATM,69.0,Doctor,69.00000000000001,1.0,6039.04,Lansia,Sedikit,2
168.0,Credit,Tucson,Branch,32.0,Engineer,11.0,1.0,3498.58,Dewasa Muda,Sedikit,0
11.46,Debit,Chicago,Online,67.0,Retired,73.0,1.0,6628.75,Lansia,Sedikit,1
382.07,Credit,Omaha,Branch,62.0,Doctor,147.0,1.0,10156.09,Lansia,Sedang,2
65.32,Debit,Mesa,ATM,28.0,Student,53.99999999999999,1.0,9165.02,Dewasa Muda,Sedikit,2
730.1,Credit,Chicago,Branch,77.0,Retired,93.0,1.0,6384.05,Lansia,Sedang,1
85.31,Debit,Kansas City,ATM,62.0,Retired,26.999999999999996,1.0,6095.65,Lansia,Sedikit,3
726.61,Debit,Phoenix,ATM,18.0,Student,277.0,1.0,1008.76,Remaja,Sedang,2
130.4,Debit,Raleigh,Branch,45.0,Engineer,63.0,1.0,4381.24,Dewasa,Sedikit,0
68.1,Debit,Milwaukee,ATM,20.0,Student,47.0,1.0,1382.8,Remaja,Sedikit,2
65.26,Debit,Sacramento,Branch,26.0,Student,72.0,1.0,7380.63,Dewasa Muda,Sedikit,0
191.62,Debit,Jacksonville,Branch,63.0,Doctor,51.00000000000001,1.0,1981.6700000000003,Lansia,Sedikit,3
212.88,Debit,Fresno,Online,39.0,Doctor,122.0,1.0,7036.72,Dewasa Muda,Sedang,3
88.38,Debit,Virginia Beach,ATM,30.0,Engineer,138.0,1.0,3707.82,Dewasa Muda,Sedikit,0
48.77,,Austin,Online,42.0,Engineer,51.00000000000001,1.0,2040.1600000000003,Dewasa,Sedikit,1
390.09,Debit,El Paso,Online,26.0,Engineer,49.0,1.0,2617.23,Dewasa Muda,Sedang,3
48.29,Debit,San Diego,Online,37.0,Engineer,242.0,1.0,8883.4,Dewasa Muda,Sedikit,0
333.83,Debit,Fresno,ATM,63.0,Retired,135.0,1.0,1660.66,Lansia,Sedang,3
100.27,Debit,Miami,Online,79.0,Retired,51.00000000000001,1.0,4309.9,Lansia,Sedikit,2
44.54,Debit,San Antonio,ATM,31.0,Engineer,164.0,1.0,362.4,Dewasa Muda,Sedikit,0
82.17,Debit,Fort Worth,Branch,28.0,Student,21.000000000000004,1.0,1913.06,Dewasa Muda,Sedikit,3
447.42,Debit,Charlotte,Online,32.0,Engineer,65.0,1.0,6133.22,Dewasa Muda,Sedang,1
590.26,Credit,Austin,Branch,25.0,Student,48.0,1.0,1068.28,Remaja,Sedang,1
192.73,Debit,Milwaukee,Branch,71.0,Retired,157.0,1.0,2037.7499999999998,Lansia,Sedikit,2
146.01,Debit,San Francisco,Online,26.0,Student,269.0,1.0,221.79,Dewasa Muda,Sedikit,0
11.57,Credit,New York,Branch,56.0,Retired,64.0,1.0,2061.61,Dewasa,Sedikit,2
7.820000000000001,Debit,Boston,ATM,36.0,Engineer,273.0,1.0,2240.49,Dewasa Muda,Sedikit,1
79.43,Debit,Dallas,ATM,74.0,Retired,72.0,1.0,6579.37,Lansia,Sedikit,1
386.97,Debit,Raleigh,Branch,58.0,Retired,137.0,1.0,1876.35,Dewasa,Sedang,0
51.22,Debit,Fresno,Branch,23.0,Student,82.0,1.0,1664.59,Remaja,Sedikit,3
256.05,Debit,Nashville,ATM,54.0,Retired,35.0,1.0,6910.18,Dewasa,Sedang,2
7.79,Debit,Los Angeles,Branch,34.0,Doctor,298.0,1.0,1319.85,Dewasa Muda,Sedikit,3
233.71,Debit,Louisville,Branch,63.0,Doctor,11.0,1.0,6095.5,Lansia,Sedang,2
176.37,Debit,Boston,Branch,55.0,Retired,126.0,1.0,2420.86,Dewasa,Sedikit,1
122.62999999999998,Debit,Milwaukee,Branch,21.0,Student,153.0,1.0,359.06,Remaja,Sedikit,2
86.41,Debit,Fresno,ATM,75.0,Retired,125.0,1.0,3128.71,Lansia,Sedikit,3
21.57,Debit,San Francisco,ATM,54.0,Retired,71.0,1.0,7587.48,Dewasa,Sedikit,0
82.67,Debit,Milwaukee,Branch,26.0,Student,45.99999999999999,1.0,290.59,Dewasa Muda,Sedikit,2
299.42,Credit,San Jose,Branch,63.0,Retired,53.00000000000001,1.0,4735.41,Lansia,Sedang,0
543.47,Debit,Los Angeles,ATM,18.0,Student,122.0,1.0,6165.03,Remaja,Sedang,3
346.76,Credit,San Jose,Branch,21.0,Student,116.00000000000001,1.0,1637.75,Remaja,Sedang,0
47.48,Debit,El Paso,Branch,24.0,Student,66.0,1.0,585.5199999999999,Remaja,Sedikit,3
64.92,Debit,Atlanta,Branch,58.0,Engineer,236.0,1.0,5481.76,Dewasa,Sedikit,1
350.72,Credit,Fresno,ATM,28.0,Student,48.0,1.0,1982.8999999999999,Dewasa Muda,Sedang,3
3.8000000000000003,Debit,Charlotte,Online,65.0,Doctor,174.0,1.0,5766.96,Lansia,Sedikit,1
22.54,Debit,El Paso,Online,26.0,Engineer,42.00000000000001,1.0,7139.11,Dewasa Muda,Sedikit,3
767.14,Credit,Mesa,Branch,62.0,Retired,37.99999999999999,1.0,4732.57,Lansia,Sedang,2
167.47,Debit,Sacramento,ATM,35.0,Engineer,103.0,1.0,2293.13,Dewasa Muda,Sedikit,0
43.65,Credit,Charlotte,Branch,30.0,Engineer,212.0,1.0,2870.67,Dewasa Muda,Sedikit,1
391.08,Debit,Fresno,Online,56.0,,105.0,1.0,6885.16,Dewasa,Sedang,3
390.77,Debit,Portland,Online,44.0,Doctor,34.0,1.0,5500.56,Dewasa,Sedang,0
508.15999999999997,Debit,Mesa,ATM,39.0,Engineer,131.0,1.0,5609.44,Dewasa Muda,Sedang,2
36.76,,Philadelphia,Online,65.0,Retired,107.99999999999999,1.0,1228.93,Lansia,Sedikit,2
332.33,Debit,Kansas City,ATM,27.0,Student,101.0,1.0,192.63,Dewasa Muda,Sedang,3
362.09,Debit,New York,Branch,32.0,Engineer,30.999999999999996,1.0,6590.28,Dewasa Muda,Sedang,2
42.58,Debit,San Jose,Online,30.0,Doctor,80.0,1.0,13485.0,Dewasa Muda,Sedikit,0
122.35,,Atlanta,Branch,53.0,Retired,188.0,1.0,6472.5,Dewasa,Sedikit,1
248.65999999999997,Debit,Chicago,Online,28.0,Engineer,113.0,1.0,2571.39,Dewasa Muda,Sedang,1
461.25,Credit,Sacramento,Online,54.0,Doctor,171.0,1.0,676.0999999999999,Dewasa,Sedang,0
61.77000000000001,Debit,Charlotte,Branch,56.0,Doctor,49.0,1.0,12352.2,Dewasa,Sedikit,1
268.92,Debit,Chicago,Branch,29.0,Engineer,148.0,1.0,8765.38,Dewasa Muda,Sedang,1
219.02,Credit,San Diego,Online,54.0,Engineer,68.00000000000001,1.0,7375.73,Dewasa,Sedang,0
125.14,Debit,Baltimore,Branch,20.0,Student,30.999999999999996,1.0,1845.18,Remaja,Sedikit,1
47.6,Debit,Austin,Online,53.0,Engineer,115.0,1.0,1382.51,Dewasa,Sedikit,1
592.82,Debit,Memphis,Online,74.0,Retired,247.99999999999997,1.0,7508.98,Lansia,Sedang,2
372.5,Debit,Nashville,ATM,22.0,Student,211.0,1.0,3901.82,Remaja,Sedang,2
4.72,Debit,Fort Worth,Branch,32.0,Engineer,20.0,1.0,4792.01,Dewasa Muda,Sedikit,3
144.93,Debit,Fresno,Branch,42.0,Engineer,74.0,1.0,6887.52,Dewasa,Sedikit,3
316.56,Debit,Denver,Online,28.0,Engineer,261.0,1.0,8643.51,Dewasa Muda,Sedang,1
9.18,Debit,San Francisco,Online,22.0,,140.0,1.0,887.3199999999999,Remaja,Sedikit,0
421.25,Debit,Fort Worth,Online,25.0,Student,66.0,1.0,7174.69,Remaja,Sedang,3
185.71,Debit,Virginia Beach,Branch,48.0,Engineer,194.0,1.0,2679.91,Dewasa,Sedikit,0
26.27,Credit,Portland,Online,45.0,Engineer,177.0,1.0,8853.93,Dewasa,Sedikit,0
297.03,Debit,Austin,Online,61.0,Retired,151.0,1.0,1088.62,Lansia,Sedang,1
99.52,Debit,San Diego,ATM,52.0,Engineer,127.0,1.0,3798.0900000000006,Dewasa,Sedikit,0
881.1,Debit,Phoenix,Branch,28.0,,16.0,1.0,9951.68,Dewasa Muda,Banyak,2
139.69,Debit,Indianapolis,Online,52.0,Engineer,180.0,1.0,9567.94,Dewasa,Sedikit,3
112.72,Debit,Washington,Branch,31.0,Doctor,17.0,1.0,9630.0,Dewasa Muda,Sedikit,0
568.88,Debit,Nashville,Branch,19.0,Student,105.0,1.0,1307.86,Remaja,Sedang,2
189.03,Debit,Oklahoma City,ATM,28.0,Student,50.00000000000001,1.0,1916.46,Dewasa Muda,Sedikit,2
189.08,Debit,Miami,Branch,68.0,Doctor,238.0,1.0,10790.8,Lansia,Sedikit,2
409.59,,Albuquerque,Online,35.0,Doctor,50.00000000000001,1.0,14563.02,Dewasa Muda,Sedang,1
283.15,Debit,Baltimore,Online,24.0,Student,180.0,1.0,603.79,Remaja,Sedang,1
151.82,Debit,Chicago,ATM,51.0,Retired,105.0,1.0,2197.12,Dewasa,Sedikit,1
438.59,Debit,San Jose,Online,37.0,Engineer,103.0,1.0,8994.39,Dewasa Muda,Sedang,0
590.57,Debit,Milwaukee,ATM,79.0,,93.0,1.0,3224.6,Lansia,Sedang,2
63.74,Debit,Chicago,Online,63.0,Retired,30.999999999999996,1.0,4336.4,Lansia,Sedikit,1
77.02,Credit,Miami,Online,59.0,,132.0,1.0,800.8299999999999,Dewasa,Sedikit,2
501.15,Debit,Phoenix,Branch,47.0,Engineer,208.0,1.0,8821.84,Dewasa,Sedang,2
8.95,Debit,Oklahoma City,Online,76.0,Retired,102.0,1.0,3299.84,Lansia,Sedikit,2
173.6,Debit,Austin,Online,21.0,Student,160.0,1.0,421.44,Remaja,Sedikit,1
149.4,Debit,Chicago,ATM,53.0,Retired,123.0,1.0,1035.22,Dewasa,Sedikit,1
388.21,Credit,Columbus,Branch,53.0,Doctor,237.0,1.0,9724.49,Dewasa,Sedang,1
126.04,Credit,Charlotte,Branch,65.0,Retired,167.0,1.0,6041.69,Lansia,Sedikit,1
52.04,Credit,Colorado Springs,Branch,50.0,Doctor,30.999999999999996,1.0,8436.12,Dewasa,Sedikit,1
389.7,Credit,Austin,Branch,62.0,Doctor,215.99999999999997,1.0,7125.15,Lansia,Sedang,1
309.77,Credit,San Antonio,Online,67.0,Retired,137.0,1.0,4378.14,Lansia,Sedang,0
724.18,Debit,Fort Worth,Branch,41.0,Doctor,134.0,1.0,10922.78,Dewasa,Sedang,3
124.98,Debit,Washington,ATM,24.0,Student,78.0,1.0,641.9999999999999,Remaja,Sedikit,0
487.32,Debit,Kansas City,Branch,52.0,Doctor,164.0,1.0,7707.959999999999,Dewasa,Sedang,3
635.91,Credit,Jacksonville,Branch,46.0,Doctor,78.0,1.0,13267.09,Dewasa,Sedang,3
205.65,Debit,Houston,Branch,62.0,Retired,144.0,1.0,3582.16,Lansia,Sedang,3
39.41,Debit,Louisville,Branch,25.0,Student,132.0,1.0,921.91,Remaja,Sedikit,2
254.00000000000003,Debit,Nashville,Branch,35.0,Doctor,63.0,1.0,5788.53,Dewasa Muda,Sedang,2
436.8,Debit,Houston,Branch,36.0,Engineer,213.0,1.0,4515.43,Dewasa Muda,Sedang,3
224.73,Debit,Miami,Branch,76.0,Retired,63.0,1.0,7551.890000000001,Lansia,Sedang,2
752.69,Credit,Dallas,ATM,65.0,Doctor,115.0,1.0,14489.69,Lansia,Sedang,1
78.5,Credit,San Jose,Branch,31.0,Doctor,41.0,1.0,13991.5,Dewasa Muda,Sedikit,0
50.0,Credit,Jacksonville,ATM,53.0,Doctor,87.0,1.0,185.87,Dewasa,Sedikit,3
132.42,Debit,Denver,ATM,18.0,Student,164.0,1.0,726.3899999999999,Remaja,Sedikit,1
83.16,Debit,Los Angeles,ATM,61.0,Retired,177.0,1.0,3065.87,Lansia,Sedikit,3
149.02,Credit,Fort Worth,Branch,46.0,Engineer,176.0,1.0,9379.72,Dewasa,Sedikit,3
74.27,Credit,Memphis,Online,59.0,Doctor,148.0,1.0,13696.61,Dewasa,Sedikit,2
876.57,Credit,Portland,ATM,62.0,Retired,118.0,1.0,3743.6300000000006,Lansia,Banyak,0
615.58,Debit,Jacksonville,ATM,42.0,Doctor,133.0,1.0,14343.0,Dewasa,Sedang,3
643.03,Credit,Jacksonville,Online,36.0,Engineer,52.00000000000001,1.0,2882.16,Dewasa Muda,Sedang,3
7.950000000000001,Debit,Phoenix,ATM,79.0,Retired,65.0,1.0,5631.2,Lansia,Sedikit,2
270.92,Credit,Louisville,Branch,77.0,Retired,143.0,1.0,4574.43,Lansia,Sedang,2
499.47999999999996,Debit,Charlotte,ATM,24.0,Student,133.0,1.0,1242.62,Remaja,Sedang,1
841.5,Credit,Atlanta,Branch,25.0,Student,287.0,1.0,352.31,Remaja,Banyak,1
138.82,Debit,Fort Worth,Online,77.0,Retired,53.00000000000001,1.0,3100.22,Lansia,Sedikit,3
231.46,Credit,Miami,Branch,60.0,Engineer,83.0,1.0,4707.24,Dewasa,Sedang,2
